classe,article
culture,"La 75e édition du Festival de Cannes, qui est organisée du 17 au 28 mai, a connu la présence d’une pléiade de personnalités dont Sofia Saidi, la célèbre présentatrice marocaine de l’émission télévisée « Trending », diffusée sur MBC, qui a fait sensation sur le tapis rouge.

Invitée d’honneur du Red Carpet du Festival de Cannes, la top model Sofia Saidi s’est démarquée par son style et son élégance au Dinner de gala organisé par la Diva Sharoon Stone Better world fund, suivant la première du film « future of crimes  » avec Vincent Cassel.  » un vrai plaisir de représenter le Maroc dans telle manifestation importante dans le monde du Cinéma internationale.

« Le Festival de Cannes est sans aucun doute l’un des rendez-vous les plus glamour de la planète. Les stars les plus emblématiques sont présentes », souligne Sofia Saidi.

Le mannequin marocain qui a remporté à deux reprises la couronne « Miss Arabe » au World Next Top Model 2020 à Beyrouth, a aussi été invitée par l’évènement organisé par une marque pour laquelle elle défile.

Âgée de 26 ans, la belle brune (à ne pas confondre avec la chanteuse franco-marocaine Sofia Essaidi) évolue à l’international et habite Paris.

Originaire de Rabat, Sofia Saidi est titulaire d’un « Bachelor en International Management », d’un Master de recherche en évolutions stratégiques technologiques et organisationnelles et d’un second Master en management stratégique et entrepreneuriat.

"
culture,"Un ancien président-directeur du musée du Louvre, Jean-Luc Martinez, a été mis en examen mercredi à Paris pour « blanchiment et complicité d’escroquerie en bande organisée » dans une enquête sur un trafic d’antiquités du Proche et Moyen-Orient, a-t-on appris jeudi de source judiciaire.

Jean-Luc Martinez avait été placé lundi en garde à vue dans les locaux de l’Office central de lutte contre le trafic des biens culturels (OCBC), avec deux éminents égyptologues français, selon une source proche du dossier.

Les deux spécialistes ont été libérés sans poursuites à ce stade, a-t-elle ajouté.

L’ancien président-directeur du musée a été mis en examen pour « complicité d’escroquerie en bande organisée et blanchiment par facilitation mensongère de l’origine de biens provenant d’un crime ou d’un délit », a précisé la source judiciaire.

Selon l’hebdomadaire français Le Canard enchaîné, qui a annoncé les gardes à vue, les enquêteurs cherchent à savoir si Jean-Luc Martinez aurait « fermé les yeux » sur de faux certificats d’origine de cinq pièces d’antiquité égyptiennes, dont une stèle en granit rose de Toutankhamon, acquises par le Louvre Abu Dhabi « pour plusieurs dizaines de millions d’euros ».

Jean-Luc Martinez, patron du Louvre de 2013 à l’été 2021, est aujourd’hui ambassadeur pour la coopération internationale dans le domaine du patrimoine.

Une enquête préliminaire portant sur des soupçons de trafic d’antiquités provenant de pays instables du Proche et Moyen-Orient avait été ouverte en juillet 2018 par la Juridiction nationale chargée de la lutte contre la criminalité organisée (Junalco) du parquet de Paris.

Ce trafic concernerait des centaines de pièces et porterait sur plusieurs dizaines de millions d’euros, selon des sources proches à l’époque.

Dans cette affaire, au moins trois autres personnes sont poursuivies pour « escroqueries en bande organisée, association de malfaiteurs et blanchiment en bande organisée ».

Un expert en archéologie méditerranéenne et son mari avaient été mis en examen en juin 2020 et placés sous contrôle judiciaire.

Ils sont soupçonnés d’avoir « blanchi » des objets archéologiques pillés dans plusieurs pays en proie à l’instabilité depuis le début des années 2010 et l’émergence des Printemps arabes: Egypte, Libye, Yémen ou Syrie.

Un galeriste germano-libanais a également été placé en détention provisoire en mars dernier. L’OCBC cherche à déterminer les conditions d’acquisition par le Louvre Abu Dhabi, via ce galeriste, des cinq antiquités sorties illégalement d’Egypte, d’après le Canard Enchaîné.

"
culture,"Les participants à une conférence sur « Le patrimoine urbain en Afrique : entre défis de sauvegarde et enjeux de développement » ont plaidé pour la création d’un réseau africain d’experts du patrimoine.

Les conférenciers ont également mis l’accent sur la nécessité de veiller, avec le soutien du Centre du patrimoine mondial de l’UNESCO, à la préservation du patrimoine africain en tirant profit du partage d’expériences, des stratégies et du savoir-faire.

Organisée par la Fondation pour la Sauvegarde du Patrimoine Culturel de Rabat, présidée par Lalla Hasnaa, cette conférence a également préconisé la poursuite du programme de l’UNESCO relatif à la formation des gestionnaires du patrimoine d’Afrique.

Les experts ont, en outre, plaidé pour la mise sur pied de structures de gestion du patrimoine au niveau local et le renforcement de l’arsenal juridique relatif à la protection et à la valorisation du patrimoine et de la culture.

Ils ont aussi souligné la nécessité de sensibiliser aux valeurs culturelles du patrimoine africain par la mise en place de stratégies d’industrie culturelle et d’éducation, portant sur la facilitation d’accès à cet héritage, et l’adoption d’une approche participative et de développement durable dans l’élaboration des stratégies de préservation.

Scindée en deux panels « Exploration du potentiel du patrimoine urbain ancien en Afrique » et « Enjeux et potentiel de l’intervention dans les sites patrimoniaux », cette rencontre a réuni neuf experts issus de différents horizons et représentant plusieurs disciplines, pour débattre de la sauvegarde et de la protection du patrimoine urbain.

Cette conférence, qui s’inscrit dans le cadre des célébrations de « Rabat, Capitale Africaine de la Culture », « 10ans de Rabat sur la liste du Patrimoine Mondial » et des « 50ans de la Convention de 1972 », était riche en bonnes pratiques et expériences de sauvegarde du patrimoine urbain, qui peuvent être source d’inspiration pour des approches inclusives et holistiques de développement des villes historiques africaines et poser les bases d’outils de planification et de gestion dans des perspectives durables et responsables.

Tenue en présence notamment du ministre de la Jeunesse, de la Culture et de la Communication, Mohamed Mehdi Bensaid, du Wali de la région de Rabat-Salé-Kénitra, Mohamed Yacoubi et du directeur du Centre du patrimoine mondial de l’UNESCO, Lazare Eloundou Assomo, cette rencontre s’inscrit dans le cadre du programme (Les Ateliers de la Fondation) qui porte la volonté de cette institution de fédérer les acteurs du patrimoine, en créant des plateformes d’échange nationales et internationales entre praticiens, chercheurs, institutionnels et société civile.



Depuis l’inscription de Rabat au patrimoine mondial de l’Humanité en 2012, la Fondation pour la sauvegarde du patrimoine culturel de Rabat a été consacrée en tant qu’organe transversal de coordination des actions de sauvegarde et de mise en valeur du patrimoine prévu par le plan de gestion, outil de gouvernance du bien inscrit par l’UNESCO.

La Fondation a pour vocation de perpétuer et de transmettre les valeurs historiques, architecturales, artistiques, paysagères, matérielles et immatérielles inhérentes au Patrimoine Culturel de Rabat.

"
culture,"Le Roi Mohammed VI a adressé un message de condoléances et de compassion aux membres de la famille de l’artiste Sakina Safadi.

Le Souverain a souligné dans son message que le nom de la défunte restera gravé à jamais dans le répertoire de la chanson ghiwane, avec sa présence distinguée au sein du Groupe « Jil Jilala », dont elle est l’un des membres fondateurs.

Tout en exprimant aux membres de la famille de la défunte et, à travers eux, à l’ensemble de ses proches et à sa grande famille artistique nationale, ses vives condoléances et ses sincères sentiments de compassion, le Roi a indiqué que feue Sakina Safadi était une artiste aux multiples talents, connue pour son patriotisme sincère.

"
culture,"Meryem Touzani, réalisatrice du film « Le Bleu Caftan » était présente, mardi soir, lors de la cérémonie de célébration du 75è anniversaire du festival de Cannes.

Le cinéma marocain s’illustre en 2022 au festival de Cannes avec le dernier film de Maryam Touzani, “Le Bleu du Caftan”, qui sera projeté jeudi, dans le cadre de la catégorie “Un Certain Regard”.

« Je suis évidemment très heureuse que le Bleu du Caftan soit au festival de Cannes en sélection officielle, car cela représente la plus belle manière de démarrer la vie d’un film. Quand on a passé des années de sa vie sur une histoire, à l’écrire, la vivre, l’imaginer, le fait qu’elle puisse voir le jour et rencontrer le monde dans un si bel écrin est une vraie satisfaction. Et puis, c’est une fierté pour moi de pouvoir représenter le Maroc cette année », a déclaré Touzani dans un entretien accordé à la MAP.

Produit par Nabil Ayouch et coproduit par Amine Benjelloun, “Le Bleu du Caftan” est un long-métrage qui parle de transmission, de tradition et d’amour, au sens le plus large du terme.

Le film met en vedette Lubna Azabal (« Adam ») et Saleh Bakri (« Costa Brava, Liban ») dans le rôle de Mina et Halim, un couple marié qui gère un magasin de caftan traditionnel dans l’une des plus anciennes médinas du Maroc de Salé.

Pour répondre à la demande, ils engagent Youssef (Ayoub Messioui), un apprenti talentueux que Halim prend sous son aile. Lentement, Mina, dont la santé se détériore, se rend compte à quel point son mari est pris par la présence de ce jeune homme.

"
culture,"Le Museo Arqueológico Nacional (MAN) inaugure l’exposition temporaire Autour des Colonnes d’Hercule. Les relations millénaires entre le Maroc et l’Espagne, organisée par le Ministerio de Cultura y Deporte (MCD), la Fondation Nationale des Musées du Royaume du Maroc (FNM) et Acción Cultural Española (AC/E), avec la collaboration, en outre, de la Agencia Española de Cooperación Internacional para el Desarrollo (AECID) et la Asociación de Amigos del MAN (AMAN).

Situés de part et d’autre du détroit de Gibraltar, particularité géographique connue dès l’Antiquité comme les “Colonnes d’Hercule”, un espace mythique consideré comme la fin du monde connu, le Maroc et l’Espagne ont soutenu des contacts humains et matériels constants et intenses au cours de l’histoire. Ces liens de voisinage sont le sujet central de l’exposition, une occasion unique d’approfondir les relations et les échanges culturels entre les deux pays.

L’exposition se compose d’une exquise sélection de 335 biens culturels provenant de six musées marocains liés à la Fondation Nationale des Musées du Royaume du Maroc, ainsi que des collections du Museo Arqueológico Nacional et un objet du Museo Nacional del Prado. Il s’agit d’une ocasion unique pour contempler en Espagne des oeuvres importantes du patrimoine archéologique marocain qui ont rarement quitté leur territoire.

Le parcours est conçu en six grands secteurs thématiques pour permettre au visiteur de découvrir l’évolution des relations entre les deux pays, établie d’abord sans aucune structure d’état; ensuite sous l’influence de pouvoirs externes, comme les colonisations phénicienne et punique; et même faisant partie d’une même entité politique, comme l’Empire romain, ou d’un même contexte culturel et religieux, comme celui issu de l’expansion islamique à travers la Méditerranée au cours du Moyen Âge. Le discours s’achève avec le passage à l’Âge Moderne, le moment où les relations entre les deux pays sont modifiées par le nouvel ordre mondial.

En outre, l’exposition comprend un épilogue qui aborde l’étape actuelle, et, plus particulièrement, la collaboration scientifique des deux pays dans le domaine de l’archéologie, par le biais de projets gérés par des équipes mixtes et développés en territoire marocain que permettent de mettre en valeur son riche patrimoine et retrouver ces relations millénaires forgées autour du Détroit.

Le visiteur pourra contempler une grande diversité d’objets archéologiques. Il faut signaler l’ensemble de sculptures en bronze provenant de l’ancienne ville romaine de Volubilis, le coeur du Musée de l’Histoire et des Civilisations de Rabat, y compris le buste de Juba II. On pourra aussi contempler son parallèle en marbre, qui appartient au Museo del Prado, ou un riche choix d’objets d’Al-Andalus du Museo Arqueológico Nacional.

"
culture,"Le réalisateur et producteur, Nabil Ayouch, a représenté le cinéma marocain aux côtés des figures du 7ème art international, mardi soir, à la cérémonie de célébration du 75è anniversaire du festival de Cannes.

S’il n’en est pas à son premier tapis rouge cannois, Nabil Ayouch est présent à cette cérémonie pour représenter le potentiel du cinéma national honoré au festival de Cannes pour la troisième fois consécutive.

Après la sélection de “Adam” en 2019, premier long-métrage de Maryam Touzani, Nabil Ayouch a présenté en 2021 son film “Haut et Fort”, premier long-métrage marocain en sélection officielle du festival de Cannes., ce qui constitue une consécration pour le cinéma national, qui s’est démarqué lors de ces trois années par son exigence, sa rigueur, et la puissance de ses récits.

Le cinéma marocain s’illustre en 2022 au festival de Cannes avec le dernier film de Maryam Touzani, “Le Bleu du Caftan”, qui sera projeté jeudi, dans le cadre de la catégorie “Un Certain Regard”.

Produit par Nabil Ayouch et coproduit par Amine Benjelloun, “Le Bleu du Caftan” est un long-métrage qui parle de transmission, de tradition et d’amour, au sens le plus large du terme.

Le film met en scène Halim et Mina, un couple qui tient une boutique de Caftans dans la médina de Salé, rejoint par Youssef, un jeune apprenti qui partage avec son Maalem, Halim, la même passion sincère pour la couture.

“Le Bleu du Caftan” est interprété par Lubna Azabal, Saleh Bakri, Ayoub Missioui, Mounia Lamkimel, Hamid Zoughi et de nombreux autres comédiennes et comédiens marocains.

"
culture,"Gnaoua et Musiques du Monde d’Essaouira, fidèle à son esprit si singulier, se réinvente une fois encore, et devient le Gnaoua  Festival Tour le temps de cette édition spéciale, en raison des restrictions sanitaires. Le Festival aura lieu à Essaouira, Marrakech, Casablanca et Rabat, du 3 au 24 juin 2022.

La tournée prendra la forme d’une caravane  musicale qui sillonnera le Maroc durant le mois de juin pour aller à la rencontre de son fidèle public dans 4 villes du Royaume.

Le Gnaoua Festival Tour sera l’occasion de célébrer avec le public l’universalité de l’art Gnaoua et son inscription sur la liste du  patrimoine culturel et immatériel de l’humanité de l’Unesco.

En attendant de retrouver le Festival Gnaoua et Musiques du Monde à Essaouira en 2023 dans son format habituel, cette tournée sera  l’occasion de célébrer, partout où elle ira, l’authenticité et le succès des Gnaoua et d’Essaouira.

Quatre escales pour cette caravane musicale et festive qui présente en exclusivité  des concerts de pure tagnaouite et des fusions toujours plus audacieuses. Cette tournée exceptionnelle se déroulera du 3 au 24 juin  2022, avec une première escale à Essaouira, ville berceau du festival, avant de se poursuivre à Marrakech, Casablanca et Rabat.

Essaouira ouvre le bal 
Pendant deux jours, les 3 et 4 juin, Essaouira retrouvera ses quartiers. Ce sont onze des maâlems  les plus réputés de la belle Mogador qui donnent rendez-vous au public pour des prestations de fusions musicales hautes en couleurs  et des concerts du pur répertoire Gnaoua, lors de douze concerts, Place Moulay El Hassan et à Dar Souiri.

Honneur d’abord à  l’Afrique avec une fusion très attendue. Le Malien Vieux Farka Touré, surnommé le « Hendrix du désert », cador de la collaboration  musicale, retrouve avec son trio le maâlem le plus habité par les musiques africaines, Abdeslam Alikane, accompagné par le ribab  d’Aziz Ouzouss, chantre de la culture amazighe pour un concert tout en douceur et harmonie.

Mais le jazz n’est pas en reste : celui qui a révolutionné et redéfini le potentiel artistique de son instrument, la basse, et qui depuis les  années 70 sillonne le monde et joue avec les plus grands, Jamaaladeen Tacuma, accompagné de Ronnie Burrage à la batterie  et Kelvyn Bell à la guitare partageront la scène avec le maâlem à la voix ensorcelante Saïd Boulhimas. La famille Guinea sera là  en force, lors de deux concerts : le maâlem Moktar et son projet Gnaoua Soul et le maâlem Houssam en fusion avec pas moins  de six musiciens talentueux, flûtiste, guitariste, chanteurs… Douze concerts, dont 5 fusions, 6 concerts Gnaoua et 1 concert Issaoua.  Sans oublier la traditionnelle parade d’ouverture.

Marrakech en mode Tagnaouite 
La ville ocre reprendra le flambeau, le 9 juin au Mégarama, en honorant le public de la présence de deux des plus grands maâlems  Gnaoua. Abdelkebir Merchane et Mustapha Baqbou qui monteront sur scène, dans un premier temps, présenter une partie du  répertoire le plus pur de l’art Gnaoua. Ces deux grands maâlems seront rejoints sur scène par une pléiade de musiciens, qui ont en  commun l’énergie et la passion : l’envoûtante Hindi Zahra, le saxophoniste hors norme haïtien Jowee Omicil, le sénégalais Cheikh  Diallo avec sa kora et son clavier, Yaya Ouattara le magicien percussionniste burkinabé, le guitariste virtuose sénégalais Hervé  Samb, le batteur algérien Karim Ziad passeur de ponts musicaux.

Le 10 juin sera fusionnel lui aussi, mais aux couleurs marocaines.  Le maître Gnaoua d’expérience, Abderrazak El Hadir, invitera au partage trois musiciens de la nouvelle génération, au Centre Les  Étoiles de Jamâa El Fna. Marrakech abrite cinq concerts, 2 fusions et 3 concerts Gnaoua.

À Casa, énergie et métissage au rendez-vous 
Pour Casablanca, le Gnaoua Festival Tour a choisi l’énergie et le métissage pour 3 jours de fête. Les 16 et 17 juin, l’esplanade du  stade Mohammed V sera un terrain de jeu 100% musical. A l’image du concert du 16 juin : le Maâlem Hassan Boussou, adepte  expérimenté du métissage et de la fusion, invite sur scène le folk singer anglais Piers Faccini, la gardienne du temple de la chanson  marocaine Soukaina Fahsi, et deux passionnés des musiques du monde, le batteur percussionniste Cyril Atef et le multi instrumentiste  Malik Ziad. Et le 17 juin, c’est un véritable tourbillon musical avec deux concerts fusion aux mille volts.

Pour commencer la soirée, le Maâlem Ismail Rahil rejoindra le voyage hypnotique du Trio Assala mêlant jazz, arabo-andalous et les rythmes du sud Maroc,  trio formé par le batteur Karim Ziad, le pianiste virtuose Omri Mor et par celui qui est considéré comme la relève de la tradition  gnaouie au Maroc, Mehdi Nassouli.

Le tout rehaussé par le saxophone de l’iconoclaste Jowee Omicil. Et pour clôturer ce vendredi  électrique, une fusion de deux continents en apothéose : les rythmes gnaoua du Maâlem Khalid Sansi, figure de la relève Gnaoua à  Casablanca, et les rythmes cubains de CimaFunk, cet artiste à l’univers unique et rafraîchissant, qui a redéfini la musique cubaine  contemporaine ainsi que l’identité afro-latine et la fusion des cultures noires.

Gnaoua Festival Tour à Casablanca, ce sont bien  d’autres surprises et de pépites musicales : neuf concerts dont 4 fusions, 3 concerts Gnaoua et 2 concerts 100% énergie. Les 16 e  17 juin, Esplanade Stade Mohammed V et le 19 juin à la Fondation Touria & Abdelaziz Tazi (L’Uzine).

Rabat clôt le bal sur des notes jazz 
A Rabat, le jazz prouvera une fois de plus qu’il est l’invité privilégié des Gnaoua.  C’est un concert très spécial que le Gnaoua Festival Tour présentera au Théâtre National Mohammed V, le  23 juin. Avishai Cohen, considéré comme l’un des piliers du jazz contemporain, contrebassiste et chanteur talentueux, compositeur  de génie et son Trio rencontrera sur scène le maâlem au charisme ensorcelant, Hamid El Kasri, emportés par le saxophone et  l’accordéon des jazzmen Émile Parisien et Vincent Peirani, et la douceur tout en profondeur de la chanteuse marocaine Nabyla  Maan.

Le blues s’invitera aussi à Rabat le 24 juin, mais un blues métissé et profond  avec le Majid Bekkas Afro-Gnaoua Blues Band, au cinéma La Renaissance.

Le Gnaoua Festival Tour clôturera sa tournée à Rabat  avec cinq concerts / 2 fusions, 2 concerts Gnaoua et 1 concert de pur jazz sur deux jours les 23 et 24 juin.

Lors  de chacune des étapes, les concerts seront organisés dans le strict respect des conditions sanitaires et de sécurité́ décidés par les  autorités gouvernementales et locales, rappellent les organisateurs.

"
culture,"Treize films de 12 pays africains, dont deux productions marocaines, seront en compétition dans la catégorie « Longs-métrages » lors de la 22ème édition du Festival international du cinéma africain de Khouribga (FICAK), prévue du 28 mai au 4 juin.

Un communiqué de la Fondation du festival précise que le Maroc sera représenté à cette compétition par les longs-métrages « Oliver Black » de Tawfik Baba et « L’automne des pommiers » de Mohamed Mouftakir .

Les autres films en lice sont « Bendskins » de Narcisse Wandji (Cameroun), « Lingui, les liens sacrés » de Mahamet Salah Haroun (Tchad), « Massoudi » d’Emmanuel Rotoubam Mbaidé (Burkina Faso), « Argu, rêve » de Omar Belkacemi (Algérie), « J’irai au diable » de Ismahane Lahmar (Tunisie), « A Taste Of Our Land » de Amuli Yuhi (Rwanda), « The White Line » de Desiree Kahikopo (Namibie) et « Mami Watta » de Christian Thiam (Sénégal).

Il s’agit aussi des films « Maria Kristu » de Paul. S. Wilo (Zambie), « La nuit des rois » de Philippe Lacôte (Côte d’Ivoire) et « In, 2 Talaat Harb » de Magdi Ahmed Ali (Egypte).

Le jury Longs-métrages de cette 22ème édition sera présidé par le réalisateur marocain Saad Chraïbi, avec comme membres Hammadi Guiroum (Maroc), Kantarama Gahigiri (Rwanda), Maguèye Kassé (Sénégal) et Khaled El Hagar (Egypte), fait savoir le communiqué.

Le jury Longs-métrages documentaires est composé, quant à lui, de Khouloud Bittioui (Maroc), Lea Malle Thierry (Cameroun) et Aymen Jlili (Tunisie).

Huit longs-métrages représentant 7 pays africains sont en lice pour les deux Prix de cette catégorie, dont deux productions marocaines, « Dans la maison » de Karima Saïdi et « Broken Mirrors » de Othmane Saâdouni.

Les autres documentaires en lice sont « The Letter » de Mia Lekou (Kenya), « Garderie nocturne » de Moumouni Sanou (Burkina Faso), « Marcher sur l’eau » de Aïssa Maïga (Niger), « When a farm goes aflame » de Jide Tom Akinleminu (Nigéria), « Zabou » de Abdoulaye Ascofaré (Mali) et « From Meir, to Meir » de Maggie Morjan (Egypte).

A noter que cette édition connaîtra également le lancement du prix de la critique.

"
culture,"Une voiture de course Mercedes-Benz ultra-rare a été vendue à 143 millions de dollars. Il s’agit d’un record mondial absolu pour une voiture aux enchères, a annoncé jeudi la maison RM Sotheby’s.

RM Sotheby’s a annoncé avoir vendu aux enchères une Mercedes-Benz 300 SLR Uhlenhaut Coupé de 1955 pour 135 millions d’euros, soit environ 143 millions de dollars. La vente a battu le record précédent de la voiture la plus chère vendue aux enchères de plus de 95 millions de dollars et a dépassé le record de 70 millions de dollars pour une voiture vendue en privé.

« Il est raisonnable de dire que personne n’a jamais imaginé que cette voiture serait jamais proposée à la vente, donc pour Mercedes-Benz, demander à RM Sotheby’s de mener la vente aux enchères était un honneur absolu », a déclaré Peter Wallman, président de RM Sotheby’s pour le Royaume-Uni et l’EMEA. .

L’offre a été faite par le collectionneur de voitures britannique, conseiller et concessionnaire Simon Kidston pour le compte d’un client anonyme. Kidston a fait pression sur le conseil d’administration de Mercedes-Benz pendant 18 mois pour qu’il envisage de vendre la voiture.

La vente, rapportée pour la première fois par Hagerty Insider, a eu lieu le 5 mai lors d’une vente aux enchères secrète et très inhabituelle au musée Mercedes-Benz de Stuttgart, en Allemagne. Seuls des collectionneurs sélectionnés et des clients Mercedes-Benz ont été invités à y assister.

La 300 SLR Uhlenhaut Coupé est l’une des deux seules créées en 1955 et est considérée comme l’une des voitures les plus prisées de l’histoire de l’automobile. Il a été construit par le département course de Mercedes et porte le nom de son ingénieur en chef et concepteur, Rudolf Uhlenhaut.

La voiture était basée sur la voiture à succès W 196 R Grand Prix de la société, qui a remporté deux championnats du monde avec le pilote Juan Manuel Fangio. La 300 SLR avait un plus gros moteur de 3,0 litres et pouvait atteindre 180 mph, ce qui en faisait l’une des voitures les plus rapides homologuées pour la route à l’époque.

La société Mercedes-Benz possédait les deux 300 voitures SLR, et la vente du 5 mai a surpris de nombreux collectionneurs.

Mercedes-Benz a déclaré qu’elle ferait don des recettes pour créer un fonds pour les bourses et la recherche pédagogique sur l’environnement et la décarbonisation.

Avant la vente, la voiture la plus chère vendue aux enchères était une Ferrari 250 GTO de 1962 qui a coûté 48,5 millions de dollars chez RM Sotheby’s en 2018. Une Ferrari GTO de 1963 a été vendue en privé en 2018 pour 70 millions de dollars.

"
culture,"Carnet rose pour Rihanna. La chanteuse barbadienne donné naissance à son premier enfant, un petit garçon, avec son petit ami rappeur A$AP Rocky. Le nouveau-né est arrivé au monde le 13 mai à Los Angeles, a indiqué TMZ.

Selon les tabloids américains, Rihanna est « excitée d’être maman » et « ne pourrait pas être plus heureuse ». « Tout ce que fait Rihanna, elle le fait à sa manière, selon son emploi du temps, et avoir un bébé n’est pas différent », a déclaré la source, ajoutant que Rihanna et Rocky étaient ravis de cette nouvelle.

« Ils sont comme n’importe quel couple de futurs parents. Oui, il se trouve qu’ils sont célèbres, mais c’est juste le jeune couple le plus mignon et le plus fou qui attend des enfants ».

La créatrice de Fenty Beauty a révélé pour la première fois en janvier qu’elle attendait son premier enfant avec Rocky, 33 ans. Après avoir été photographiée en train de faire ses débuts avec son baby bump à New York.

La chanteuse « Diamonds » avait tenté de cacher sa grossesse avec des vestes surdimensionnées et des vêtements amples, mais a commencé à afficher fièrement son baby bump des tenues particulières.

Plus tard, elle a avoué à Vogue qu’elle avait refusé de porter des vêtements de maternité. « Je suis désolée, c’est trop amusant de s’habiller. Je ne vais pas laisser cette partie disparaître parce que mon corps change », avait-elle déclaré.

Rihanna et le rappeur se fréquentent depuis début 2020. Ils ont rendu public leur romance en novembre de la même année.

"
culture,"Le grand spectacle de flamenco « Templo de luz » de la compagnie Carmen Linares s’est invité, jeudi soir au Centre culturel Ahmed Boukmakh à Tanger, le temps d’un voyage dans un monde de couleurs et de vie.

Ce spectacle joyeux porté par les plus grandes vedettes de cet art, à savoir Carmen Linares, Marina Heredia et Arcángel, sous la direction d’Isidro Muñoz, a proposé au public un vaste répertoire d’un art qui prend racine dans la tradition locale la plus profonde et populaire de l’Espagne.

Initiée par l’Institut Cervantes de Tanger, en collaboration avec le ministère de la Jeunesse, de la culture et de la communication et l’Ambassade d’Espagne au Maroc, cette soirée flamenco haute en couleurs a été rehaussée par les danses magistrales d’Ana Morales, accompagnée des guitaristes Miguel Angel Cortés et de José Quevedo « Bolita », ainsi que du percussionniste Pakito Gonzalez. Cette remarquable expérience artistique, qui s’est déroulée devant une salle archicomble et totalement conquise, a mis en scène un vibrant répertoire musical couvrant les différents aspects de cet art emblématique, plongeant le public dans un univers empli de gaieté et empreint de fortes émotions.

Le directeur de l’Institut Cervantes de Tanger, Javier Rioyo, a en ce sens exprimé sa joie de pouvoir assister à ce spectacle inédit, donné par des artistes des plus talentueux, qui ont porté sur scène le répertoire le plus lumineux du flamenco, un chant populaire qui traduit les états d’âme que traverse l’être humain, dont l’amour, la joie, la mort et la peur.

La popularité du flamenco auprès du public marocain en général et tangérois en particulier a permis une bonne organisation de ce concert et une grande affluence, a-t-il soutenu, notant que la ville du Détroit compte un nombre important d’aficionados de l’art du flamenco, qui éblouit par sa densité émotionnelle.

A noter que cet expressif spectacle a clôturé, mardi au Théâtre national Mohammed V de Rabat, la tournée du Congrès mondial de flamenco, organisée à l’occasion du 30ème anniversaire de la création de l’Instituto Cervantes. Le Congrès mondial de Flamenco, qui est un vivier d’émotions musicales inépuisables, avait commencé sa tournée en mars dernier depuis le Maroc.

"
culture,"L’artiste égyptien Samir Sabry a rendu l’âme ce vendredi 20 mai à l’âge de 85 ans, après une lutte contre la maladie. L’information a été confirmée par l’artiste Mounir Makram, membre du Conseil du Syndicat égyptien des acteurs professionnels.

Les médias égyptiens ont rapporté que l’artiste Samir Sabry avait eu, en février dernier, des soucis de santé, qui avaient nécessité son transfert à l’hôpital.

Diplômé du Victoria College, Samir Sabry a démarré sa carrière en présentant en anglais l’émission radio « À votre demande« . En 1959, il fait sa première apparition sur grand écran aux côtés de la star égyptienne Amal Fahmy dans « Hekayate Hob » (histoire d’amour), et de l’icône égyptienne, Abdel Halim Hafez.

Au cours de sa carrière artistique, l’artiste Samir Sabry a présenté des œuvres distinguées, notamment « The Search for a Scandal (al baht aan fadiha)», « The Enemy Brothers (al ikhoua aadae) » « Hell Under Water (jahim tahta al mae)»,  ou encore« Shambo in the Trap (shambo fil massyada)», et d’autres.

"
